No.,Time,Source,Destination,Protocol,Length,Type,Duration,,,Total Duration
44851,1572.49584,10.8.0.117,147.32.83.230,TCP,1400,out,0.000025 ,,,
44852,1572.495938,10.8.0.117,147.32.83.230,TCP,1400,out,0.000098 ,,,
44853,1572.496401,147.32.83.230,10.8.0.117,TCP,52,in,0.000463 ,,,
44854,1572.496444,10.8.0.117,147.32.83.230,TCP,1400,out,0.000043 ,,,
44855,1572.496772,10.8.0.117,147.32.83.230,TCP,1400,out,0.000328 ,,,
44856,1572.497162,10.8.0.117,147.32.83.230,TCP,1400,out,0.000390 ,,,
44857,1572.497327,147.32.83.230,10.8.0.117,TCP,52,in,0.000165 ,,,
44858,1572.497412,10.8.0.117,147.32.83.230,TCP,1400,out,0.000085 ,,,
44859,1572.497845,147.32.83.230,10.8.0.117,TCP,52,in,0.000433 ,,,
44860,1572.497882,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44861,1572.498189,10.8.0.117,147.32.83.230,TCP,1400,out,0.000307 ,,,
44862,1572.498576,147.32.83.230,10.8.0.117,TCP,52,in,0.000387 ,,,
44863,1572.498606,10.8.0.117,147.32.83.230,TCP,1400,out,0.000030 ,,,
44864,1572.498956,10.8.0.117,147.32.83.230,TCP,1400,out,0.000350 ,,,
44865,1572.499348,147.32.83.230,10.8.0.117,TCP,52,in,0.000392 ,,,
44866,1572.499359,10.8.0.117,147.32.83.230,TCP,1400,out,0.000011 ,,,
44867,1572.499713,10.8.0.117,147.32.83.230,TCP,1400,out,0.000354 ,,,
44868,1572.500072,10.8.0.117,147.32.83.230,TCP,1380,out,0.000359 ,,,
44869,1572.500117,147.32.83.230,10.8.0.117,TCP,52,in,0.000045 ,,,
44870,1572.500399,10.8.0.117,147.32.83.230,TCP,1400,out,0.000282 ,,,
44871,1572.500838,147.32.83.230,10.8.0.117,TCP,52,in,0.000439 ,,,
44872,1572.500974,10.8.0.117,147.32.83.230,TCP,1400,out,0.000136 ,,,
44873,1572.501314,10.8.0.117,147.32.83.230,TCP,1400,out,0.000340 ,,,
44874,1572.501615,10.8.0.117,147.32.83.230,TCP,1400,out,0.000301 ,,,
44875,1572.501845,147.32.83.230,10.8.0.117,TCP,52,in,0.000230 ,,,
44876,1572.501971,10.8.0.117,147.32.83.230,TCP,1400,out,0.000126 ,,,
44877,1572.502372,10.8.0.117,147.32.83.230,TCP,1400,out,0.000401 ,,,
44878,1572.502529,147.32.83.230,10.8.0.117,TCP,52,in,0.000157 ,,,
44879,1572.502643,10.8.0.117,147.32.83.230,TCP,1400,out,0.000114 ,,,
44880,1572.503041,147.32.83.230,10.8.0.117,TCP,52,in,0.000398 ,,,
44881,1572.503078,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44882,1572.503354,10.8.0.117,147.32.83.230,TCP,1400,out,0.000276 ,,,
44883,1572.503749,147.32.83.230,10.8.0.117,TCP,52,in,0.000395 ,,,
44884,1572.503785,10.8.0.117,147.32.83.230,TCP,1400,out,0.000036 ,,,
44885,1572.504186,10.8.0.117,147.32.83.230,TCP,1400,out,0.000401 ,,,
44886,1572.504516,10.8.0.117,147.32.83.230,TCP,1400,out,0.000330 ,,,
44887,1572.504559,147.32.83.230,10.8.0.117,TCP,52,in,0.000043 ,,,
44888,1572.50494,10.8.0.117,147.32.83.230,TCP,1400,out,0.000381 ,,,
44889,1572.505342,147.32.83.230,10.8.0.117,TCP,52,in,0.000402 ,,,
44890,1572.505385,10.8.0.117,147.32.83.230,TCP,1400,out,0.000043 ,,,
44891,1572.505673,10.8.0.117,147.32.83.230,TCP,1400,out,0.000288 ,,,
44892,1572.506054,147.32.83.230,10.8.0.117,TCP,52,in,0.000381 ,,,
44893,1572.506098,10.8.0.117,147.32.83.230,TCP,1400,out,0.000044 ,,,
44894,1572.506491,10.8.0.117,147.32.83.230,TCP,1400,out,0.000393 ,,,
44895,1572.50688,147.32.83.230,10.8.0.117,TCP,52,in,0.000389 ,,,
44896,1572.506917,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44897,1572.507041,10.8.0.117,147.32.83.230,TCP,1400,out,0.000124 ,,,
44898,1572.507226,10.8.0.117,147.32.83.230,TCP,1400,out,0.000185 ,,,
44899,1572.50746,147.32.83.230,10.8.0.117,TCP,52,in,0.000234 ,,,
44900,1572.507589,10.8.0.117,147.32.83.230,TCP,1400,out,0.000129 ,,,
44901,1572.507963,147.32.83.230,10.8.0.117,TCP,52,in,0.000374 ,,,
44902,1572.507996,10.8.0.117,147.32.83.230,TCP,1400,out,0.000033 ,,,
44903,1572.50827,10.8.0.117,147.32.83.230,TCP,1400,out,0.000274 ,,,
44904,1572.50868,147.32.83.230,10.8.0.117,TCP,52,in,0.000410 ,,,
44905,1572.508717,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44906,1572.509017,10.8.0.117,147.32.83.230,TCP,1400,out,0.000300 ,,,
44907,1572.509465,10.8.0.117,147.32.83.230,TCP,1400,out,0.000448 ,,,
44908,1572.509508,147.32.83.230,10.8.0.117,TCP,52,in,0.000043 ,,,
44909,1572.509629,10.8.0.117,147.32.83.230,TCP,1400,out,0.000121 ,,,
44910,1572.510042,147.32.83.230,10.8.0.117,TCP,52,in,0.000413 ,,,
44911,1572.510078,10.8.0.117,147.32.83.230,TCP,1400,out,0.000036 ,,,
44912,1572.510383,10.8.0.117,147.32.83.230,TCP,1400,out,0.000305 ,,,
44913,1572.510808,147.32.83.230,10.8.0.117,TCP,52,in,0.000425 ,,,
44914,1572.510846,10.8.0.117,147.32.83.230,TCP,1400,out,0.000038 ,,,
44915,1572.51117,10.8.0.117,147.32.83.230,TCP,1400,out,0.000324 ,,,
44916,1572.511556,147.32.83.230,10.8.0.117,TCP,52,in,0.000386 ,,,
44917,1572.511593,10.8.0.117,147.32.83.230,TCP,1372,out,0.000037 ,,,
44918,1572.723845,10.8.0.117,147.32.83.230,TCP,1372,out,0.212252 ,,,
44919,1572.724462,147.32.83.230,10.8.0.117,TCP,64,in,0.000617 ,,,
44920,1572.975531,10.8.0.117,147.32.83.230,TCP,52,out,0.251069 ,,,
44921,1572.975936,147.32.83.230,10.8.0.117,TCP,52,in,0.000405 ,,,
44922,1573.47972,10.8.0.117,147.32.83.230,TCP,52,out,0.503784 ,,,
44923,1573.480119,147.32.83.230,10.8.0.117,TCP,52,in,0.000399 ,,,
44924,1574.488353,10.8.0.117,147.32.83.230,TCP,52,out,1.008234 ,,,
44925,1574.488734,147.32.83.230,10.8.0.117,TCP,52,in,0.000381 ,,,
44926,1576.508234,10.8.0.117,147.32.83.230,TCP,52,out,2.019500 ,,,
44927,1576.508623,147.32.83.230,10.8.0.117,TCP,52,in,0.000389 ,,,
44928,1580.552112,10.8.0.117,147.32.83.230,TCP,52,out,4.043489 ,,,
44929,1580.552469,147.32.83.230,10.8.0.117,TCP,52,in,0.000357 ,,,
44930,1588.632562,10.8.0.117,147.32.83.230,TCP,52,out,8.080093 ,,,
44931,1588.63295,147.32.83.230,10.8.0.117,TCP,52,in,0.000388 ,,,
44932,1598.683769,147.32.83.230,10.8.0.117,TCP,52,in,10.050819 ,,,
44933,1598.684951,10.8.0.117,147.32.83.230,TCP,1400,out,0.001182 ,,,
44934,1598.685004,10.8.0.117,147.32.83.230,TCP,1400,out,0.000053 ,,,
44935,1598.68526,10.8.0.117,147.32.83.230,TCP,1400,out,0.000256 ,,,
44936,1598.685564,147.32.83.230,10.8.0.117,TCP,52,in,0.000304 ,,,
44937,1598.685639,10.8.0.117,147.32.83.230,TCP,1400,out,0.000075 ,,,
44938,1598.685895,10.8.0.117,147.32.83.230,TCP,1400,out,0.000256 ,,,
44939,1598.686002,147.32.83.230,10.8.0.117,TCP,52,in,0.000107 ,,,
44940,1598.68639,10.8.0.117,147.32.83.230,TCP,1400,out,0.000388 ,,,
44941,1598.686655,10.8.0.117,147.32.83.230,TCP,1400,out,0.000265 ,,,
44942,1598.686887,147.32.83.230,10.8.0.117,TCP,52,in,0.000232 ,,,
44943,1598.687025,10.8.0.117,147.32.83.230,TCP,1400,out,0.000138 ,,,
44944,1598.687388,147.32.83.230,10.8.0.117,TCP,52,in,0.000363 ,,,
44945,1598.687393,10.8.0.117,147.32.83.230,TCP,1400,out,0.000005 ,,,
44946,1598.687728,10.8.0.117,147.32.83.230,TCP,1400,out,0.000335 ,,,
44947,1598.688217,10.8.0.117,147.32.83.230,TCP,1400,out,0.000489 ,,,
44948,1598.68827,147.32.83.230,10.8.0.117,TCP,52,in,0.000053 ,,,
44949,1598.688587,10.8.0.117,147.32.83.230,TCP,1400,out,0.000317 ,,,
44950,1598.688883,10.8.0.117,147.32.83.230,TCP,1400,out,0.000296 ,,,
44951,1598.689023,147.32.83.230,10.8.0.117,TCP,52,in,0.000140 ,,,
44952,1598.689195,10.8.0.117,147.32.83.230,TCP,1400,out,0.000172 ,,,
44953,1598.689577,147.32.83.230,10.8.0.117,TCP,52,in,0.000382 ,,,
44954,1598.689601,10.8.0.117,147.32.83.230,TCP,1400,out,0.000024 ,,,
44955,1598.68983,10.8.0.117,147.32.83.230,TCP,1400,out,0.000229 ,,,
44956,1598.690108,10.8.0.117,147.32.83.230,TCP,80,out,0.000278 ,,,
44957,1598.690233,147.32.83.230,10.8.0.117,TCP,52,in,0.000125 ,,,
44958,1598.69031,10.8.0.117,147.32.83.230,TCP,1400,out,0.000077 ,,,
44959,1598.690635,10.8.0.117,147.32.83.230,TCP,1400,out,0.000325 ,,,
44960,1598.690796,147.32.83.230,10.8.0.117,TCP,52,in,0.000161 ,,,
44961,1598.690945,10.8.0.117,147.32.83.230,TCP,1400,out,0.000149 ,,,
44962,1598.691248,10.8.0.117,147.32.83.230,TCP,1400,out,0.000303 ,,,
44963,1598.691313,147.32.83.230,10.8.0.117,TCP,52,in,0.000065 ,,,
44964,1598.691545,10.8.0.117,147.32.83.230,TCP,1400,out,0.000232 ,,,
44965,1598.69198,10.8.0.117,147.32.83.230,TCP,1400,out,0.000435 ,,,
44966,1598.692156,147.32.83.230,10.8.0.117,TCP,52,in,0.000176 ,,,
44967,1598.692317,10.8.0.117,147.32.83.230,TCP,1400,out,0.000161 ,,,
44968,1598.692654,10.8.0.117,147.32.83.230,TCP,1400,out,0.000337 ,,,
44969,1598.692691,147.32.83.230,10.8.0.117,TCP,52,in,0.000037 ,,,
44970,1598.692912,10.8.0.117,147.32.83.230,TCP,1400,out,0.000221 ,,,
44971,1598.693289,147.32.83.230,10.8.0.117,TCP,52,in,0.000377 ,,,
44972,1598.693361,10.8.0.117,147.32.83.230,TCP,1400,out,0.000072 ,,,
44973,1598.693731,10.8.0.117,147.32.83.230,TCP,1400,out,0.000370 ,,,
44974,1598.694053,10.8.0.117,147.32.83.230,TCP,1400,out,0.000322 ,,,
44975,1598.694119,147.32.83.230,10.8.0.117,TCP,52,in,0.000066 ,,,
44976,1598.694372,10.8.0.117,147.32.83.230,TCP,1400,out,0.000253 ,,,
44977,1598.694769,147.32.83.230,10.8.0.117,TCP,52,in,0.000397 ,,,
44978,1598.694802,10.8.0.117,147.32.83.230,TCP,1400,out,0.000033 ,,,
44979,1598.695068,10.8.0.117,147.32.83.230,TCP,1400,out,0.000266 ,,,
44980,1598.695539,147.32.83.230,10.8.0.117,TCP,52,in,0.000471 ,,,
44981,1598.695696,10.8.0.117,147.32.83.230,TCP,1400,out,0.000157 ,,,
44982,1598.695823,10.8.0.117,147.32.83.230,TCP,1400,out,0.000127 ,,,
44983,1598.696205,147.32.83.230,10.8.0.117,TCP,52,in,0.000382 ,,,
44984,1598.696238,10.8.0.117,147.32.83.230,TCP,1400,out,0.000033 ,,,
44985,1598.69648,10.8.0.117,147.32.83.230,TCP,1400,out,0.000242 ,,,
44986,1598.696881,147.32.83.230,10.8.0.117,TCP,52,in,0.000401 ,,,
44987,1598.696908,10.8.0.117,147.32.83.230,TCP,1400,out,0.000027 ,,,
44988,1598.697215,10.8.0.117,147.32.83.230,TCP,1400,out,0.000307 ,,,
44989,1598.697663,147.32.83.230,10.8.0.117,TCP,52,in,0.000448 ,,,
44990,1598.697688,10.8.0.117,147.32.83.230,TCP,1400,out,0.000025 ,,,
44991,1598.698048,10.8.0.117,147.32.83.230,TCP,1400,out,0.000360 ,,,
44992,1598.698313,10.8.0.117,147.32.83.230,TCP,1400,out,0.000265 ,,,
44993,1598.698413,147.32.83.230,10.8.0.117,TCP,52,in,0.000100 ,,,
44994,1598.698653,10.8.0.117,147.32.83.230,TCP,1400,out,0.000240 ,,,
44995,1598.69899,10.8.0.117,147.32.83.230,TCP,1400,out,0.000337 ,,,
44996,1598.69932,147.32.83.230,10.8.0.117,TCP,52,in,0.000330 ,,,
44997,1598.699394,10.8.0.117,147.32.83.230,TCP,1400,out,0.000074 ,,,
44998,1598.699734,10.8.0.117,147.32.83.230,TCP,1400,out,0.000340 ,,,
44999,1598.69984,147.32.83.230,10.8.0.117,TCP,52,in,0.000106 ,,,
45000,1598.699913,10.8.0.117,147.32.83.230,TCP,1400,out,0.000073 ,,,
45001,1598.700281,10.8.0.117,147.32.83.230,TCP,1400,out,0.000368 ,,,
45002,1598.70034,147.32.83.230,10.8.0.117,TCP,52,in,0.000059 ,,,
45003,1598.700646,10.8.0.117,147.32.83.230,TCP,1400,out,0.000306 ,,,
45004,1598.700951,10.8.0.117,147.32.83.230,TCP,1400,out,0.000305 ,,,
45005,1598.701069,147.32.83.230,10.8.0.117,TCP,52,in,0.000118 ,,,
45006,1598.701284,10.8.0.117,147.32.83.230,TCP,1400,out,0.000215 ,,,
45007,1598.701637,147.32.83.230,10.8.0.117,TCP,52,in,0.000353 ,,,
45008,1598.701666,10.8.0.117,147.32.83.230,TCP,1400,out,0.000029 ,,,
45009,1598.701993,10.8.0.117,147.32.83.230,TCP,1400,out,0.000327 ,,,
45010,1598.702402,147.32.83.230,10.8.0.117,TCP,52,in,0.000409 ,,,
45011,1598.702407,10.8.0.117,147.32.83.230,TCP,1400,out,0.000005 ,,,
45012,1598.702749,10.8.0.117,147.32.83.230,TCP,1400,out,0.000342 ,,,
45013,1598.703081,10.8.0.117,147.32.83.230,TCP,1400,out,0.000332 ,,,
45014,1598.703118,147.32.83.230,10.8.0.117,TCP,52,in,0.000037 ,,,
45015,1598.920419,10.8.0.117,147.32.83.230,TCP,1400,out,0.217301 ,,,
45016,1598.920923,147.32.83.230,10.8.0.117,TCP,64,in,0.000504 ,,,
45017,1599.176381,10.8.0.117,147.32.83.230,TCP,1332,out,0.255458 ,,,
45018,1599.3914,147.32.83.230,10.8.0.117,TCP,52,in,0.215019 ,,,
45019,1599.79594,10.8.0.117,147.32.83.230,TCP,52,out,0.404540 ,,,
45020,1599.796288,147.32.83.230,10.8.0.117,TCP,52,in,0.000348 ,,,
45021,1600.604308,10.8.0.117,147.32.83.230,TCP,52,out,0.808020 ,,,
45022,1600.604652,147.32.83.230,10.8.0.117,TCP,52,in,0.000344 ,,,
45023,1602.224599,10.8.0.117,147.32.83.230,TCP,52,out,1.619947 ,,,
45024,1602.225075,147.32.83.230,10.8.0.117,TCP,52,in,0.000476 ,,,
45025,1605.464371,10.8.0.117,147.32.83.230,TCP,52,out,3.239296 ,,,
45026,1605.464682,147.32.83.230,10.8.0.117,TCP,52,in,0.000311 ,,,
45027,1610.706542,147.32.83.230,10.8.0.117,WebSocket,56,in,5.241860 ,,,
45028,1610.744227,10.8.0.117,147.32.83.230,TCP,52,out,0.037685 ,,,
45029,1611.533478,10.8.0.117,147.32.83.230,TCP,60,out,0.789251 ,,,
45030,1611.53389,147.32.83.230,10.8.0.117,TCP,60,in,0.000412 ,,,
45031,1611.534689,10.8.0.117,147.32.83.230,TCP,52,out,0.000799 ,,,
45032,1611.53507,10.8.0.117,147.32.83.230,HTTP,320,out,0.000381 ,,,
45033,1611.73675,10.8.0.117,147.32.83.230,TCP,320,out,0.201680 ,,,
45034,1611.737194,147.32.83.230,10.8.0.117,TCP,64,in,0.000444 ,,,
45035,1611.944534,10.8.0.117,147.32.83.230,TCP,52,out,0.207340 ,,,
45036,1611.944903,147.32.83.230,10.8.0.117,TCP,52,in,0.000369 ,,,
45037,1624.904244,10.8.0.117,147.32.83.230,TCP,52,out,12.959341 ,,,
45038,1624.904648,147.32.83.230,10.8.0.117,TCP,52,in,0.000404 ,,,
45039,1633.782451,10.8.0.117,147.32.83.230,TCP,60,out,8.877803 ,,,
45040,1633.78287,147.32.83.230,10.8.0.117,TCP,60,in,0.000419 ,,,
45041,1633.783803,10.8.0.117,147.32.83.230,TCP,52,out,0.000933 ,,,
45042,1633.783866,10.8.0.117,147.32.83.230,HTTP,320,out,0.000063 ,,,
45043,1634.063236,147.32.83.230,10.8.0.117,TCP,52,in,0.279370 ,,,
45044,1634.064267,10.8.0.117,147.32.83.230,HTTP,320,out,0.001031 ,,,
45045,1634.064636,147.32.83.230,10.8.0.117,TCP,64,in,0.000369 ,,,
45046,1640.707508,147.32.83.230,10.8.0.117,TCP,52,in,6.642872 ,,,
45047,1640.707529,147.32.83.230,10.8.0.117,TCP,40,in,0.000021 ,,,
45048,1640.708658,10.8.0.117,147.32.83.230,TCP,52,out,0.001129 ,,,
45049,1658.829988,10.8.0.117,147.32.83.230,TCP,60,out,18.121330 ,,,
45050,1658.830393,147.32.83.230,10.8.0.117,TCP,60,in,0.000405 ,,,
45051,1658.831238,10.8.0.117,147.32.83.230,TCP,52,out,0.000845 ,,,
45052,1658.831296,10.8.0.117,147.32.83.230,HTTP,320,out,0.000058 ,,,
45053,1659.033145,10.8.0.117,147.32.83.230,TCP,320,out,0.201849 ,,,
45054,1659.033677,147.32.83.230,10.8.0.117,TCP,64,in,0.000532 ,,,
45134,1683.9123,10.8.0.117,147.32.83.230,TCP,60,out,24.878623 ,,,
45135,1683.912725,147.32.83.230,10.8.0.117,TCP,60,in,0.000425 ,,,
45136,1683.91378,10.8.0.117,147.32.83.230,TCP,52,out,0.001055 ,,,
45137,1683.91388,10.8.0.117,147.32.83.230,HTTP,320,out,0.000100 ,,,
45138,1684.116999,10.8.0.117,147.32.83.230,TCP,320,out,0.203119 ,,,
45139,1684.117363,147.32.83.230,10.8.0.117,TCP,64,in,0.000364 ,,,
45148,1708.974905,10.8.0.117,147.32.83.230,TCP,60,out,24.857542 ,,,
45149,1708.975358,147.32.83.230,10.8.0.117,TCP,60,in,0.000453 ,,,
45150,1708.976232,10.8.0.117,147.32.83.230,TCP,52,out,0.000874 ,,,
45151,1708.976486,10.8.0.117,147.32.83.230,HTTP,320,out,0.000254 ,,,
45152,1709.177657,10.8.0.117,147.32.83.230,TCP,320,out,0.201171 ,,,
45153,1709.178059,147.32.83.230,10.8.0.117,TCP,64,in,0.000402 ,,,
45160,1716.53499,147.32.83.230,10.8.0.117,HTTP,363,in,7.356931 ,,,
45161,1716.536466,10.8.0.117,147.32.83.230,TCP,52,out,0.001476 ,,,
45162,1716.540045,10.8.0.117,147.32.83.230,TCP,60,out,0.003579 ,,,
45163,1716.540123,10.8.0.117,147.32.83.230,HTTP,345,out,0.000078 ,,,
45164,1716.540494,147.32.83.230,10.8.0.117,TCP,60,in,0.000371 ,,,
45165,1716.541695,10.8.0.117,147.32.83.230,TCP,52,out,0.001201 ,,,
45166,1716.54259,10.8.0.117,147.32.83.230,HTTP,379,out,0.000895 ,,,
45167,1716.547217,147.32.83.230,10.8.0.117,HTTP,363,in,0.004627 ,,,
45168,1716.548658,10.8.0.117,147.32.83.230,TCP,52,out,0.001441 ,,,
45169,1716.552687,147.32.83.230,10.8.0.117,HTTP,363,in,0.004029 ,,,
45170,1716.554046,10.8.0.117,147.32.83.230,TCP,52,out,0.001359 ,,,
45171,1716.558343,147.32.83.230,10.8.0.117,HTTP,363,in,0.004297 ,,,
45172,1716.559573,10.8.0.117,147.32.83.230,TCP,52,out,0.001230 ,,,
45173,1716.567876,147.32.83.230,10.8.0.117,HTTP,363,in,0.008303 ,,,
45174,1716.568949,10.8.0.117,147.32.83.230,TCP,52,out,0.001073 ,,,
45175,1716.580571,147.32.83.230,10.8.0.117,HTTP,265,in,0.011622 ,,,
45176,1716.585609,10.8.0.117,147.32.83.230,HTTP,345,out,0.005038 ,,,
45177,1716.625391,10.8.0.117,147.32.83.230,TCP,52,out,0.039782 ,,,
45178,1716.741773,10.8.0.117,147.32.83.230,TCP,379,out,0.116382 ,,,
45179,1716.742228,147.32.83.230,10.8.0.117,TCP,64,in,0.000455 ,,,
45180,1716.813953,147.32.83.230,10.8.0.117,TCP,52,in,0.071725 ,,,
45192,1741.595951,10.8.0.117,147.32.83.230,HTTP,409,out,24.781998 ,,,
45193,1741.809887,147.32.83.230,10.8.0.117,TCP,52,in,0.213936 ,,,
45232,1786.676435,147.32.83.230,10.8.0.117,HTTP,247,in,44.866548 ,,,
45233,1786.677802,10.8.0.117,147.32.83.230,TCP,52,out,0.001367 ,,,
45234,1786.678877,147.32.83.230,10.8.0.117,HTTP,264,in,0.001075 ,,,
45235,1786.68147,10.8.0.117,147.32.83.230,HTTP,345,out,0.002593 ,,,
45236,1786.682469,147.32.83.230,10.8.0.117,HTTP,181,in,0.000999 ,,,
45237,1786.683685,10.8.0.117,147.32.83.230,TCP,52,out,0.001216 ,,,
45238,1786.684909,10.8.0.117,147.32.83.230,WebSocket,64,out,0.001224 ,,,
45239,1786.892077,147.32.83.230,10.8.0.117,TCP,52,in,0.207168 ,,,
45240,1786.892105,147.32.83.230,10.8.0.117,TCP,52,in,0.000028 ,,,
45244,1796.684348,147.32.83.230,10.8.0.117,WebSocket,56,in,9.792243 ,,,
45245,1796.722965,10.8.0.117,147.32.83.230,TCP,52,out,0.038617 ,,,
45254,1811.731215,10.8.0.117,147.32.83.230,HTTP,409,out,15.008250 ,,,
45255,1811.986718,147.32.83.230,10.8.0.117,TCP,52,in,0.255503 ,,,
45259,1826.684529,147.32.83.230,10.8.0.117,TCP,52,in,14.697811 ,,,
45260,1826.68455,147.32.83.230,10.8.0.117,TCP,40,in,0.000021 ,,,
45264,1836.581017,147.32.83.230,10.8.0.117,TCP,52,in,9.896467 ,,,
45265,1836.581059,147.32.83.230,10.8.0.117,TCP,52,in,0.000042 ,,,
45266,1836.581074,147.32.83.230,10.8.0.117,TCP,52,in,0.000015 ,,,
45267,1836.618864,10.8.0.117,147.32.83.230,TCP,52,out,0.037790 ,,,
45268,1836.618933,10.8.0.117,147.32.83.230,TCP,52,out,0.000069 ,,,
45269,1836.618957,10.8.0.117,147.32.83.230,TCP,52,out,0.000024 ,,,
45273,1871.734807,10.8.0.117,147.32.83.230,TCP,52,out,35.115850 ,,,
45274,1871.734912,10.8.0.117,147.32.83.230,TCP,52,out,0.000105 ,,,
45275,1871.734964,10.8.0.117,147.32.83.230,TCP,52,out,0.000052 ,,,
45276,1871.73564,10.8.0.117,147.32.83.230,TCP,60,out,0.000676 ,,,
45277,1871.963505,10.8.0.117,147.32.83.230,TCP,52,out,0.227865 ,,,
45278,1871.963574,10.8.0.117,147.32.83.230,TCP,52,out,0.000069 ,,,
45279,1871.972653,10.8.0.117,147.32.83.230,TCP,52,out,0.009079 ,,,
45280,1872.199244,10.8.0.117,147.32.83.230,TCP,52,out,0.226591 ,,,
45281,1872.199312,10.8.0.117,147.32.83.230,TCP,52,out,0.000068 ,,,
45282,1872.20981,10.8.0.117,147.32.83.230,TCP,52,out,0.010498 ,,,
45283,1872.674937,10.8.0.117,147.32.83.230,TCP,52,out,0.465127 ,,,
45284,1872.675011,10.8.0.117,147.32.83.230,TCP,52,out,0.000074 ,,,
45285,1872.679162,10.8.0.117,147.32.83.230,TCP,52,out,0.004151 ,,,
45286,1872.731339,10.8.0.117,147.32.83.230,TCP,60,out,0.052177 ,,,
45287,1872.859521,10.8.0.117,147.32.83.230,TCP,60,out,0.128182 ,,,
45288,1873.599114,10.8.0.117,147.32.83.230,TCP,52,out,0.739593 ,,,
45289,1873.599189,10.8.0.117,147.32.83.230,TCP,52,out,0.000075 ,,,
45290,1873.626833,10.8.0.117,147.32.83.230,TCP,52,out,0.027644 ,,,
45291,1873.859825,10.8.0.117,147.32.83.230,TCP,60,out,0.232992 ,,,
45292,1874.738541,10.8.0.117,147.32.83.230,TCP,60,out,0.878716 ,,,
45293,1875.460149,10.8.0.117,147.32.83.230,TCP,52,out,0.721608 ,,,
45294,1875.460211,10.8.0.117,147.32.83.230,TCP,52,out,0.000062 ,,,
45295,1875.515425,10.8.0.117,147.32.83.230,TCP,52,out,0.055214 ,,,
45299,1875.863659,10.8.0.117,147.32.83.230,TCP,60,out,0.348234 ,,,
45300,1878.747209,10.8.0.117,147.32.83.230,TCP,60,out,2.883550 ,,,
45301,1879.17933,10.8.0.117,147.32.83.230,TCP,52,out,0.432121 ,,,
45302,1879.179392,10.8.0.117,147.32.83.230,TCP,52,out,0.000062 ,,,
45303,1879.29927,10.8.0.117,147.32.83.230,TCP,52,out,0.119878 ,,,
45304,1879.868225,10.8.0.117,147.32.83.230,TCP,60,out,0.568955 ,,,
45305,1884.119193,10.8.0.117,147.32.83.230,TCP,60,out,4.250968 ,,,
45306,1885.115534,10.8.0.117,147.32.83.230,TCP,60,out,0.996341 ,,,
45307,1886.626072,10.8.0.117,147.32.83.230,TCP,52,out,1.510538 ,,,
45308,1886.626131,10.8.0.117,147.32.83.230,TCP,52,out,0.000059 ,,,
45309,1886.902883,10.8.0.117,147.32.83.230,TCP,52,out,0.276752 ,,,
45310,1887.119654,10.8.0.117,147.32.83.230,TCP,60,out,0.216771 ,,,
45311,1891.182304,10.8.0.117,147.32.83.230,TCP,60,out,4.062650 ,,,
45319,1899.214053,10.8.0.117,147.32.83.230,TCP,60,out,8.031749 ,,,
45320,1900.287321,10.8.0.117,147.32.83.230,TCP,60,out,1.073268 ,,,
45321,1901.483969,10.8.0.117,147.32.83.230,TCP,52,out,1.196648 ,,,
45322,1901.484028,10.8.0.117,147.32.83.230,TCP,52,out,0.000059 ,,,
45323,1902.05995,10.8.0.117,147.32.83.230,TCP,52,out,0.575922 ,,,
45324,1902.292808,10.8.0.117,147.32.83.230,TCP,60,out,0.232858 ,,,
45325,1906.299795,10.8.0.117,147.32.83.230,TCP,60,out,4.006987 ,,,
45326,1914.261642,10.8.0.117,147.32.83.230,TCP,60,out,7.961847 ,,,
45327,1915.302449,10.8.0.117,147.32.83.230,TCP,60,out,1.040807 ,,,
45331,1917.304288,10.8.0.117,147.32.83.230,TCP,60,out,2.001839 ,,,
45332,1921.360927,10.8.0.117,147.32.83.230,TCP,60,out,4.056639 ,,,
45333,1929.345891,10.8.0.117,147.32.83.230,TCP,60,out,7.984964 ,,,
45334,1930.577,10.8.0.117,147.32.83.230,TCP,60,out,1.231109 ,,,
45335,1931.244031,10.8.0.117,147.32.83.230,TCP,52,out,0.667031 ,,,
45336,1931.244104,10.8.0.117,147.32.83.230,TCP,52,out,0.000073 ,,,
45337,1932.33205,10.8.0.117,147.32.83.230,TCP,52,out,1.087946 ,,,
45338,1932.579955,10.8.0.117,147.32.83.230,TCP,60,out,0.247905 ,,,
45346,1936.588078,10.8.0.117,147.32.83.230,TCP,60,out,4.008123 ,,,
45347,1944.533646,10.8.0.117,147.32.83.230,TCP,60,out,7.945568 ,,,
45348,1945.532292,10.8.0.117,147.32.83.230,TCP,60,out,0.998646 ,,,
45349,1947.536539,10.8.0.117,147.32.83.230,TCP,60,out,2.004247 ,,,
45350,1951.548188,10.8.0.117,147.32.83.230,TCP,60,out,4.011649 ,,,
45351,1951.548654,147.32.83.230,10.8.0.117,TCP,60,in,0.000466 ,,,
45352,1951.549691,10.8.0.117,147.32.83.230,TCP,52,out,0.001037 ,,,
45353,1951.549962,10.8.0.117,147.32.83.230,HTTP,320,out,0.000271 ,,,
